  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,     days_Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,  ORGANIC_BASE,ORGANIC_MEOH_AMPL, ORGANIC_SLOPE,ORGANIC_CH4CONC,ORGANIC_C2H6CONC,ORGANIC_CM_SHIFT, ORGANIC_STDEV,     ORGANIC_Y,    ORGANIC_77,    ORGANIC_82,ORGANIC_SPLINEMAX,ORGANIC_SQUISH,     GALPEAK77,     GALPEAK82,   H2O_Y_EFF_A, STANDARD_BASE,  GALPEAK77_SD,  GALPEAK82_SD,STANDARD_BASE_Sl,STANDARD_STDEV,     SPLINEMAX,SPLINEMAX_STDEV,      Tray,  Sample,     Job,    Method
    97,    P-1344,   2010/06/05 07:59:05,           1-13,       1,       -24.706,      -411.399,         18683,      -1,    1,                                     P2A,                              2-propanol,                 H2O,     155.33979,         0.565,         1.594,            95,         0.001,         0.029,          8.51,    1388.66857,       0.00024,     -53.62209,      -0.00077,       0.00000,       0.00001,       4.31584,       1.03065,     -15.19025,     -33.31922,    2615.75410,       0.26421,     -20.88754,     -45.49526,       1.06245,    1400.27130,       2.77061,       0.30194,       0.19221,       8.26672,    2622.99882,      13.38512,  MT1-Rear,      13,      29,  5ulnoRns
    98,    P-1344,   2010/06/05 08:08:25,           1-13,       2,       -24.845,      -412.142,         19382,      -1,    1,                                     P2A,                              2-propanol,                 H2O,     155.34627,         0.456,         1.933,           111,        -0.005,         0.023,          9.91,    1404.59141,       0.00039,     -56.09860,      -0.00075,       0.00000,       0.00000,       4.33072,       1.03235,     -15.52183,     -34.39129,    2713.37025,       0.26714,     -22.10157,     -47.30477,       1.06373,    1417.30839,       2.32730,       0.38996,       0.23078,       8.56680,    2721.11578,      15.54303,  MT1-Rear,      13,      29,  5ulnoRns
    99,    P-1344,   2010/06/05 08:17:44,           1-13,       3,       -24.694,      -411.370,         18410,      -1,    1,                                     P2A,                              2-propanol,                 H2O,     155.35273,         0.615,         2.452,           100,        -0.013,         0.019,          9.72,    1384.24876,       0.00041,     -52.22692,      -0.00065,       0.00000,       0.00001,       3.75735,       1.02994,     -14.58931,     -32.59621,    2577.58988,       0.26083,     -20.62572,     -44.83241,       1.05651,    1396.51083,       2.98521,       0.44007,       0.21939,       8.15736,    2584.73085,      14.05653,  MT1-Rear,      13,      29,  5ulnoRns
   100,    P-1344,   2010/06/05 08:27:04,           1-13,       4,       -24.829,      -412.497,         19623,       0,    1,                                     P2A,                              2-propanol,                 H2O,     155.35918,         0.440,         2.104,           107,         0.003,         0.020,         10.04,    1410.14492,       0.00037,     -56.55057,      -0.00076,       0.00000,      -0.00001,       4.40645,       1.03293,     -15.74168,     -34.88235,    2747.28656,       0.26495,     -22.19594,     -47.94743,       1.06287,    1422.94322,       2.26052,       0.42046,       0.21773,       8.71890,    2754.97963,      14.97751,  MT1-Rear,      13,      29,  5ulnoRns
   101,    P-1344,   2010/06/05 08:36:23,           1-13,       5,       -24.787,      -412.250,         19394,       0,    1,                                     P2A,                              2-propanol,                 H2O,     155.36566,         0.408,         1.781,            98,        -0.002,         0.052,          9.16,    1405.57852,       0.00047,     -56.12628,      -0.00075,       0.00000,       0.00001,       4.25910,       1.03236,     -15.01174,     -34.37562,    2715.04573,       0.26834,     -21.81358,     -47.35324,       1.06215,    1418.61311,       2.09041,       0.31513,       0.22115,       8.65915,    2722.91958,      13.71007,  MT1-Rear,      13,      29,  5ulnoRns
   102,    P-1344,   2010/06/05 08:45:44,           1-13,       6,       -24.651,      -411.807,         18509,       0,    1,                                     P2A,                              2-propanol,                 H2O,     155.37219,         0.573,         2.043,            97,         0.002,        -0.024,          8.90,    1386.44028,       0.00041,     -53.19443,      -0.00068,       0.00000,       0.00000,       4.12289,       1.03020,     -14.18149,     -32.78444,    2591.26331,       0.26395,     -20.48750,     -45.14027,       1.05907,    1398.77970,       2.77605,       0.41976,       0.20739,       8.21198,    2598.63885,      13.68039,  MT1-Rear,      13,      29,  5ulnoRns
   103,    P-1344,   2010/06/05 08:55:03,           1-13,       7,       -24.771,      -411.410,         18511,       0,    1,                                     P2A,                              2-propanol,                 H2O,     155.37866,         0.533,         1.500,           101,        -0.008,         0.010,          9.20,    1385.35450,       0.00031,     -54.04684,      -0.00075,       0.00000,       0.00000,       4.33058,       1.03024,     -14.92662,     -32.80410,    2591.38591,       0.26926,     -21.07467,     -45.08172,       1.06299,    1397.28230,       2.60220,       0.32840,       0.20168,       8.23910,    2598.85239,      14.17599,  MT1-Rear,      13,      29,  5ulnoRns
   104,    P-1344,   2010/06/05 09:04:23,           1-13,       8,       -24.748,      -413.516,         19604,       0,    1,                                     P2A,                              2-propanol,                 H2O,     155.38514,         0.585,         5.889,           115,         0.002,        -0.119,         11.07,    1409.92356,       0.00043,     -56.47815,      -0.00083,       0.00000,       0.00000,       4.61277,       1.03290,     -14.87964,     -35.10621,    2744.37804,       0.26464,     -21.76605,     -48.07093,       1.06571,    1422.73833,       3.01066,       1.04619,       0.28677,       8.67620,    2752.32850,      16.17851,  MT1-Rear,      13,      29,  5ulnoRns
   105,    P-1345,   2010/06/05 09:13:43,           1-14,       1,       -24.921,      -412.988,         19375,      -1,    1,                                     P2B,                              2-propanol,                 H2O,     155.39160,         0.414,         1.625,           106,        -0.000,        -0.013,         10.96,    1420.19997,       0.00017,     -57.14733,      -0.00077,       0.00000,       0.00001,       4.53071,       1.03236,     -16.72268,     -34.55201,    2712.65843,       0.26731,     -22.48036,     -47.42806,       1.06585,    1432.23347,       2.10287,       0.39044,       0.26134,       8.76435,    2720.22609,      14.94322,  MT1-Rear,      14,      29,  5ulnoRns
   106,    P-1345,   2010/06/05 09:23:03,           1-14,       2,       -24.770,      -412.333,         18334,      -1,    1,                                     P2B,                              2-propanol,                 H2O,     155.39812,         0.455,         2.155,            93,        -0.001,         0.023,          9.43,    1394.37209,       0.00047,     -53.05002,      -0.00068,       0.00000,       0.00001,       3.91765,       1.02975,     -14.57908,     -32.41715,    2566.69410,       0.26890,     -20.93494,     -44.79813,       1.05710,    1406.93522,       2.19623,       0.39288,       0.22636,       8.27291,    2574.07690,      13.03881,  MT1-Rear,      14,      29,  5ulnoRns
   107,    P-1345,   2010/06/05 09:32:23,           1-14,       3,       -24.829,      -412.310,         18543,      -1,    1,                                     P2B,                              2-propanol,                 H2O,     155.40459,         0.486,         2.167,            96,        -0.003,         0.057,          9.08,    1398.48486,       0.00028,     -54.18302,      -0.00076,       0.00000,       0.00000,       4.35606,       1.03031,     -15.38465,     -32.97364,    2595.97098,       0.26744,     -21.38237,     -45.29986,       1.06225,    1410.36708,       2.36722,       0.35681,       0.17608,       8.30494,    2603.36813,      13.51032,  MT1-Rear,      14,      29,  5ulnoRns
   108,    P-1345,   2010/06/05 09:41:43,           1-14,       4,       -24.785,      -413.055,         19402,       0,    1,                                     P2B,                              2-propanol,                 H2O,     155.41102,         0.594,         2.216,           109,        -0.017,         0.070,         11.92,    1418.40717,       0.00038,     -57.03653,      -0.00080,       0.00000,       0.00000,       4.35559,       1.03240,     -15.28827,     -34.47161,    2716.07923,       0.26758,     -21.81414,     -47.50293,       1.06453,    1431.20278,       3.04658,       0.39669,       0.25102,       8.75386,    2723.95219,      15.35624,  MT1-Rear,      14,      29,  5ulnoRns
   109,    P-1345,   2010/06/05 09:51:03,           1-14,       5,       -24.875,      -413.049,         19397,       0,    1,                                     P2B,                              2-propanol,                 H2O,     155.41752,         0.528,         2.456,           115,        -0.016,        -0.012,         12.16,    1419.72325,       0.00033,     -56.37916,      -0.00081,       0.00000,       0.00000,       4.17690,       1.03238,     -16.12481,     -34.58146,    2715.58990,       0.26742,     -22.26632,     -47.49025,       1.06259,    1432.26487,       2.71490,       0.51751,       0.24760,       8.78548,    2723.23602,      16.17640,  MT1-Rear,      14,      29,  5ulnoRns
   110,    P-1345,   2010/06/05 10:00:23,           1-14,       6,       -24.729,      -412.659,         18839,       0,    1,                                     P2B,                              2-propanol,                 H2O,     155.42401,         0.514,         2.283,           101,        -0.003,         0.024,          9.48,    1406.03519,       0.00031,     -54.59567,      -0.00075,       0.00000,      -0.00001,       3.99276,       1.03102,     -15.26664,     -33.60189,    2637.57689,       0.27396,     -21.11676,     -46.07318,       1.06173,    1418.14061,       2.54144,       0.42426,       0.19174,       8.47340,    2644.92860,      14.11912,  MT1-Rear,      14,      29,  5ulnoRns
   111,    P-1345,   2010/06/05 10:09:43,           1-14,       7,       -24.747,      -412.386,         18638,       0,    1,                                     P2B,                              2-propanol,                 H2O,     155.43052,         0.455,         2.221,            96,         0.010,         0.010,          8.51,    1400.76281,       0.00033,     -53.61428,      -0.00073,       0.00000,       0.00001,       4.11712,       1.03052,     -15.24483,     -33.18927,    2609.45881,       0.26945,     -21.05193,     -45.54239,       1.05956,    1412.84752,       2.21139,       0.42157,       0.18511,       8.37464,    2616.69093,      13.44855,  MT1-Rear,      14,      29,  5ulnoRns
   112,    P-1345,   2010/06/05 10:19:02,           1-14,       8,       -24.737,      -412.887,         18805,       0,    1,                                     P2B,                              2-propanol,                 H2O,     155.43699,         0.490,         1.527,           106,         0.002,         0.025,          9.66,    1403.38150,       0.00044,     -54.26599,      -0.00069,       0.00000,      -0.00001,       3.85903,       1.03090,     -14.85749,     -33.35954,    2632.67918,       0.26932,     -21.12612,     -46.02576,       1.05833,    1416.12823,       2.41794,       0.32318,       0.20841,       8.47800,    2640.09947,      14.82617,  MT1-Rear,      14,      29,  5ulnoRns
   113,    P-1346,   2010/06/05 10:28:23,           1-15,       1,       -24.961,      -424.161,         19245,      -1,    1,                                      P3,                              2-propanol,                 H2O,     155.44346,         0.571,         6.454,           108,         0.010,        -0.151,         11.10,    1531.95996,       0.00042,     -63.78891,      -0.00084,       0.00000,       0.00000,       4.39930,       1.03203,     -15.76199,     -34.49002,    2693.23153,       0.26667,     -22.58163,     -48.92719,       1.06637,    1546.34819,       2.87493,       1.12513,       0.29725,       9.88165,    2701.89509,      15.23299,  MT1-Rear,      15,      29,  5ulnoRns
   114,    P-1346,   2010/06/05 10:37:44,           1-15,       2,       -24.573,      -422.520,         17974,      -1,    1,                                      P3,                              2-propanol,                 H2O,     155.44995,         0.494,         2.405,            99,         0.000,         0.024,          9.35,    1496.98409,       0.00031,     -59.62433,      -0.00070,       0.00000,       0.00000,       3.99293,       1.02890,     -14.04394,     -31.91696,    2515.72830,       0.26747,     -19.72100,     -45.47072,       1.05983,    1510.38184,       2.32836,       0.42861,       0.18355,       9.31068,    2523.50766,      13.88131,  MT1-Rear,      15,      29,  5ulnoRns
   115,    P-1346,   2010/06/05 10:47:03,           1-15,       3,       -25.067,      -423.684,         19247,      -1,    1,                                      P3,                              2-propanol,                 H2O,     155.45646,         0.596,         2.586,           108,        -0.005,         0.026,         11.33,    1534.34402,       0.00041,     -64.24105,      -0.00073,       0.00000,       0.00000,       4.12055,       1.03199,     -16.53322,     -34.07440,    2693.81128,       0.26622,     -23.12051,     -48.85577,       1.06116,    1549.13747,       3.01632,       0.49941,       0.25482,       9.99276,    2702.28244,      15.16132,  MT1-Rear,      15,      29,  5ulnoRns
   116,    P-1346,   2010/06/05 10:56:24,           1-15,       4,       -24.766,      -423.057,         18545,       0,    1,                                      P3,                              2-propanol,                 H2O,     155.46291,         0.442,         2.816,            92,         0.008,         0.104,          9.72,    1515.41085,       0.00034,     -60.65909,      -0.00071,       0.00000,      -0.00001,       3.85706,       1.03026,     -15.29975,     -33.00176,    2595.86366,       0.26755,     -21.07285,     -46.98769,       1.05779,    1529.27993,       2.13898,       0.42202,       0.19640,       9.61285,    2603.67585,      12.98327,  MT1-Rear,      15,      29,  5ulnoRns
   117,    P-1346,   2010/06/05 11:05:44,           1-15,       5,       -24.921,      -423.310,         19082,       0,    1,                                      P3,                              2-propanol,                 H2O,     155.46942,         0.663,         3.079,           107,         0.004,        -0.022,         12.07,    1530.24571,       0.00040,     -63.42921,      -0.00074,       0.00000,      -0.00001,       4.31860,       1.03158,     -15.83782,     -33.75448,    2670.67984,       0.26276,     -22.25236,     -48.37806,       1.06005,    1544.86257,       3.31600,       0.58586,       0.29372,       9.92154,    2678.99302,      14.99333,  MT1-Rear,      15,      29,  5ulnoRns
   118,    P-1346,   2010/06/05 11:15:04,           1-15,       6,       -24.774,      -422.952,         18686,       0,    1,                                      P3,                              2-propanol,                 H2O,     155.47590,         0.597,         2.890,            95,        -0.001,        -0.044,          9.96,    1517.38222,       0.00046,     -63.40615,      -0.00080,       0.00000,      -0.00001,       4.55455,       1.03065,     -14.19098,     -32.90840,    2614.72052,       0.26820,     -21.22366,     -47.32575,       1.06458,    1531.95950,       2.93040,       0.54789,       0.21215,       9.67084,    2623.41624,      13.27509,  MT1-Rear,      15,      29,  5ulnoRns
   119,    P-1346,   2010/06/05 11:24:25,           1-15,       7,       -24.852,      -422.753,         18516,       0,    1,                                      P3,                              2-propanol,                 H2O,     155.48242,         0.574,         2.399,            93,        -0.009,         0.068,          9.17,    1512.48842,       0.00058,     -61.47792,      -0.00071,       0.00000,       0.00002,       3.87031,       1.03018,     -14.51900,     -32.61259,    2591.13182,       0.26732,     -21.47195,     -46.86693,       1.05783,    1527.31674,       2.80277,       0.38768,       0.19873,       9.60663,    2599.57555,      13.01579,  MT1-Rear,      15,      29,  5ulnoRns
   120,    P-1346,   2010/06/05 11:33:44,           1-15,       8,       -24.923,      -422.712,         18724,       0,    1,                                      P3,                              2-propanol,                 H2O,     155.48892,         0.570,         3.463,           107,        -0.010,        -0.028,         13.04,    1518.83530,       0.00034,     -62.41901,      -0.00071,       0.00000,       0.00000,       4.02497,       1.03074,     -15.81508,     -33.22503,    2620.54852,       0.27316,     -21.98289,     -47.38367,       1.06253,    1532.84105,       2.80353,       0.63178,       0.30238,       9.68572,    2628.77258,      15.02017,  MT1-Rear,      15,      29,  5ulnoRns
   121,    P-1347,   2010/06/05 11:43:04,           1-16,       1,       -24.878,      -451.597,         18032,      -1,    1,                                      P4,                              2-propanol,                 H2O,     155.49534,         0.568,         2.584,           106,        -0.002,         0.016,         10.92,    1805.70115,       0.00039,     -80.91662,      -0.00084,       0.00000,       0.00000,       4.19040,       1.02901,     -14.87954,     -31.90351,    2521.57000,       0.27062,     -21.20730,     -50.04287,       1.06103,    1824.08818,       2.69069,       0.47938,       0.21462,      12.79264,    2531.64057,      14.88867,  MT1-Rear,      16,      29,  5ulnoRns
   122,    P-1347,   2010/06/05 11:52:26,           1-16,       2,       -24.696,      -450.802,         16981,      -1,    0,                                      P4,                              2-propanol,                 H2O,     155.50186,         0.545,         3.421,            84,        -0.009,         0.054,          8.13,    1761.24702,       0.00033,     -75.73911,      -0.00073,       0.00000,       0.00001,       3.75724,       1.02644,     -13.89592,     -29.99073,    2374.83383,       0.27331,     -19.52425,     -47.03097,       1.05698,    1778.50141,       2.44052,       0.50614,       0.13143,      12.00300,    2384.11272,      11.84069,  MT1-Rear,      16,      29,  5ulnoRns
   123,    P-1347,   2010/06/05 12:01:46,           1-16,       3,       -24.737,      -434.260,         18608,      -1,    1,                                      P4,                              2-propanol,                 H2O,     155.50834,         1.255,        97.543,           115,         0.026,         3.274,         11.51,    1839.53645,       0.00082,     -81.48664,      -0.00106,       0.00000,       0.00002,       4.97994,       1.03045,     -12.12357,     -30.43832,    2601.29904,       0.26777,     -20.98475,     -48.91298,       1.06737,    1859.32731,       6.12567,      15.31614,       0.42166,      13.45331,    2612.53137,      16.08521,  MT1-Rear,      16,      29,  5ulnoRns
   124,    P-1347,   2010/06/05 12:11:07,           1-16,       4,       -24.796,      -450.806,         18018,       0,    1,                                      P4,                              2-propanol,                 H2O,     155.51480,         0.632,         2.932,           101,        -0.011,         0.063,         10.99,    1809.63068,       0.00052,     -79.57773,      -0.00075,       0.00000,       0.00000,       3.78254,       1.02894,     -14.25857,     -31.73264,    2519.74218,       0.26687,     -20.81190,     -49.88400,       1.05621,    1828.48859,       3.00909,       0.48091,       0.22596,      12.71166,    2529.69522,      14.12493,  MT1-Rear,      16,      29,  5ulnoRns
   125,    P-1347,   2010/06/05 12:20:28,           1-16,       5,       -24.711,      -450.895,         17401,       0,    1,                                      P4,                              2-propanol,                 H2O,     155.52134,         0.639,         2.794,            91,        -0.007,         0.021,          8.54,    1780.61023,       0.00043,     -77.69879,      -0.00070,       0.00000,       0.00000,       3.70254,       1.02745,     -13.77249,     -30.61095,    2433.42555,       0.26840,     -19.92741,     -48.20026,       1.05717,    1798.68441,       2.92931,       0.47028,       0.18054,      12.30254,    2443.06131,      12.81282,  MT1-Rear,      16,      29,  5ulnoRns
   126,    P-1347,   2010/06/05 12:29:49,           1-16,       6,       -24.872,      -451.883,         17914,       0,    1,                                      P4,                              2-propanol,                 H2O,     155.52780,         0.601,         4.028,           108,        -0.008,         0.099,         12.12,    1805.64887,       0.00036,     -79.92535,      -0.00073,       0.00000,       0.00000,       3.81815,       1.02870,     -15.20211,     -31.63413,    2505.46166,       0.26900,     -21.08721,     -49.76153,       1.05744,    1824.03856,       2.84039,       0.63058,       0.23079,      12.73559,    2515.13180,      15.14205,  MT1-Rear,      16,      29,  5ulnoRns
   127,    P-1347,   2010/06/05 12:39:11,           1-16,       7,       -24.739,      -451.627,         16717,      -1,    0,                                      P4,                              2-propanol,                 H2O,     155.53429,         0.603,         3.135,            94,        -0.007,         0.128,         10.29,    1750.73744,       0.00039,     -74.87687,      -0.00065,       0.00000,       0.00000,       3.50302,       1.02578,     -13.78331,     -29.38055,    2337.86911,       0.26935,     -19.49845,     -46.42005,       1.05427,    1768.23023,       2.65855,       0.43281,       0.21418,      11.86804,    2347.02736,      13.26200,  MT1-Rear,      16,      29,  5ulnoRns
   128,    P-1347,   2010/06/05 12:48:32,           1-16,       8,       -25.034,      -451.883,         18301,       0,    1,                                      P4,                              2-propanol,                 H2O,     155.54081,         0.510,         3.352,           103,         0.010,        -0.007,         12.25,    1828.85979,       0.00040,     -83.38905,      -0.00080,       0.00000,       0.00001,       4.59238,       1.02969,     -15.46901,     -32.19378,    2559.00439,       0.26873,     -22.17328,     -50.82997,       1.06409,    1847.78961,       2.43328,       0.59858,       0.24188,      13.06564,    2569.47106,      14.39181,  MT1-Rear,      16,      29,  5ulnoRns
   129,    P-1348,   2010/06/05 12:57:53,           1-17,       1,       -24.926,      -378.898,         21636,      -1,    1,                                     AHB,                  breakroom water bottle,                 H2O,     155.54732,         0.441,         1.488,           117,         0.002,        -0.045,         11.46,    1024.46106,       0.00019,     -33.45830,      -0.00081,       0.00000,      -0.00001,       4.71532,       1.03790,     -18.04863,     -38.70707,    3032.21134,       0.26753,     -24.14358,     -46.68349,       1.06819,    1031.07617,       2.50542,       0.43094,       0.27504,       4.95429,    3037.56900,      16.37603,  MT1-Rear,      17,      29,  5ulnoRns
   130,    P-1348,   2010/06/05 13:07:13,           1-17,       2,       -24.980,      -377.567,         20885,      -1,    1,                                     AHB,                  breakroom water bottle,                 H2O,     155.55378,         0.480,         1.157,           117,        -0.006,        -0.012,         10.74,     998.75558,       0.00042,     -31.61665,      -0.00079,       0.00000,      -0.00001,       4.37448,       1.03606,     -16.87590,     -37.16826,    2926.62216,       0.27195,     -23.92537,     -44.84608,       1.06673,    1005.81654,       2.63971,       0.33877,       0.26026,       4.53776,    2932.25102,      16.43104,  MT1-Rear,      17,      29,  5ulnoRns
   131,    P-1348,   2010/06/05 13:16:35,           1-17,       3,       -25.021,      -375.119,         20253,      -1,    1,                                     AHB,                  breakroom water bottle,                 H2O,     155.56028,         1.409,        12.513,           123,        -0.039,         0.328,         10.85,     995.15213,       0.00030,     -28.38588,      -0.00075,       0.00000,       0.00000,       4.37408,       1.03452,     -17.51069,     -36.19638,    2838.52595,       0.26896,     -23.69351,     -43.07798,       1.06440,    1001.12638,       7.62485,       2.07162,       0.27101,       4.35853,    2843.51402,      17.29818,  MT1-Rear,      17,      29,  5ulnoRns
   132,    P-1348,   2010/06/05 13:25:55,           1-17,       4,       -24.785,      -377.304,         21081,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     155.56674,         0.505,         1.838,           108,         0.005,        -0.042,          9.66,     994.39981,       0.00038,     -31.38085,      -0.00078,       0.00000,       0.00000,       4.46644,       1.03653,     -16.21173,     -37.51383,    2954.31157,       0.26539,     -22.98367,     -45.21617,       1.06548,    1001.33786,       2.78210,       0.45478,       0.24181,       4.58913,    2959.75950,      15.16135,  MT1-Rear,      17,      29,  5ulnoRns
   133,    P-1348,   2010/06/05 13:35:16,           1-17,       5,       -24.738,      -376.802,         21144,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     155.57323,         0.439,         1.464,           113,         0.005,         0.024,         10.63,     993.57028,       0.00045,     -30.83375,      -0.00078,       0.00000,       0.00002,       4.52945,       1.03668,     -15.80101,     -37.65777,    2963.08273,       0.26555,     -22.76292,     -45.25928,       1.06567,    1000.60231,       2.42362,       0.33269,       0.24363,       4.54553,    2968.58443,      15.87670,  MT1-Rear,      17,      29,  5ulnoRns
   134,    P-1348,   2010/06/05 13:44:37,           1-17,       6,       -24.755,      -377.187,         20630,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     155.57977,         0.525,         1.714,           112,        -0.007,        -0.042,         10.20,     993.30211,       0.00051,     -29.50384,      -0.00072,       0.00000,       0.00000,       4.09454,       1.03539,     -15.63006,     -36.74758,    2891.11220,       0.26692,     -22.52148,     -44.23751,       1.06138,    1000.51235,       2.84628,       0.42589,       0.25008,       4.43010,    2896.40963,      15.75514,  MT1-Rear,      17,      29,  5ulnoRns
   135,    P-1348,   2010/06/05 13:53:58,           1-17,       7,       -24.816,      -376.542,         20369,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     155.58627,         0.473,         1.291,            96,        -0.001,        -0.011,          8.97,     992.61909,       0.00039,     -28.70817,      -0.00072,       0.00000,      -0.00001,       4.15869,       1.03476,     -16.33392,     -36.40171,    2854.75558,       0.26964,     -22.66875,     -43.57217,       1.06103,     999.18188,       2.53171,       0.31908,       0.21329,       4.33049,    2859.76655,      13.42923,  MT1-Rear,      17,      29,  5ulnoRns
   136,    P-1348,   2010/06/05 14:03:18,           1-17,       8,       -24.794,      -377.757,         20829,       0,    1,                                     AHB,                  breakroom water bottle,                 H2O,     155.59277,         0.415,         3.719,           115,        -0.009,        -0.086,         10.71,     995.12257,       0.00036,     -30.79940,      -0.00080,       0.00000,       0.00001,       4.53960,       1.03594,     -16.06540,     -37.38847,    2918.89313,       0.27142,     -22.86548,     -44.76111,       1.06819,    1001.68302,       2.28632,       0.74355,       0.28395,       4.46327,    2924.38716,      16.08887,  MT1-Rear,      17,      29,  5ulnoRns
   137,    P-1349,   2010/06/05 14:12:40,           1-18,       1,       -24.398,      -555.578,         13038,      -1,    0,                                     P5A,                              2-propanol,                 H2O,     155.59922,         0.591,         4.115,            66,        -0.001,         0.024,          7.19,    2397.05833,       0.00024,    -111.90256,      -0.00061,       0.00000,       0.00001,       3.20735,       1.01675,     -10.86216,     -22.94673,    1818.33194,       0.26604,     -15.00545,     -47.69624,       1.04974,    2422.72009,       2.02346,       0.49335,       0.05681,      18.16912,    1830.46554,       9.30120,  MT1-Rear,      18,      29,  5ulnoRns
   138,    P-1349,   2010/06/05 14:22:01,           1-18,       2,       -24.474,      -554.621,         13065,      -1,    0,                                     P5A,                              2-propanol,                 H2O,     155.60570,         0.649,         5.194,            73,         0.006,        -0.015,          8.20,    2414.69911,       0.00026,    -112.87978,      -0.00065,       0.00000,       0.00003,       3.04961,       1.01680,     -11.16648,     -22.74035,    1822.02660,       0.26766,     -15.28927,     -47.68975,       1.04834,    2440.63333,       2.22267,       0.62498,       0.14107,      18.42873,    1834.28024,      10.20526,  MT1-Rear,      18,      29,  5ulnoRns
   139,    P-1349,   2010/06/05 14:31:22,           1-18,       3,       -24.610,      -556.319,         13125,      -1,    0,                                     P5A,                              2-propanol,                 H2O,     155.61221,         0.695,         5.436,            66,        -0.003,         0.181,          7.00,    2425.18574,       0.00026,    -113.97186,      -0.00061,       0.00000,       0.00001,       3.13522,       1.01694,     -11.44472,     -22.89110,    1830.24742,       0.26615,     -15.81257,     -48.09474,       1.04762,    2451.38750,       2.40556,       0.58085,       0.09026,      18.55245,    1842.67900,       9.30513,  MT1-Rear,      18,      29,  5ulnoRns
   140,    P-1349,   2010/06/05 14:40:43,           1-18,       4,       -24.765,      -555.413,         13141,      -1,    0,                                     P5A,                              2-propanol,                 H2O,     155.61871,         0.728,         6.546,            65,        -0.020,         0.198,          6.84,    2427.44778,       0.00040,    -114.20868,      -0.00060,       0.00000,      -0.00002,       3.25760,       1.01699,     -11.35821,     -22.73860,    1832.18554,       0.27011,     -16.36595,     -48.05199,       1.04976,    2454.16480,       2.52860,       0.69797,       0.05482,      18.48191,    1844.90403,       9.09871,  MT1-Rear,      18,      29,  5ulnoRns
   141,    P-1349,   2010/06/05 14:50:04,           1-18,       5,       -24.491,      -554.298,         13105,      -1,    0,                                     P5A,                              2-propanol,                 H2O,     155.62524,         0.453,         5.812,            66,         0.011,         0.258,          6.94,    2422.35449,       0.00039,    -112.93809,      -0.00054,       0.00000,       0.00000,       2.95514,       1.01688,     -10.67395,     -22.59725,    1827.55170,       0.26072,     -15.38205,     -47.79970,       1.04548,    2448.97691,       1.54827,       0.58121,       0.08369,      18.40737,    1839.95096,       9.28751,  MT1-Rear,      18,      29,  5ulnoRns
   142,    P-1349,   2010/06/05 14:59:25,           1-18,       6,       -24.382,      -555.341,         13093,      -1,    0,                                     P5A,                              2-propanol,                 H2O,     155.63169,         0.703,         5.496,            75,        -0.031,         0.219,          8.51,    2422.83774,       0.00039,    -113.60881,      -0.00063,       0.00000,       0.00000,       3.00443,       1.01686,     -10.25439,     -22.59978,    1825.64957,       0.26732,     -15.00450,     -47.86928,       1.04797,    2449.48648,       2.44538,       0.58605,       0.13184,      18.46360,    1838.17225,      10.59709,  MT1-Rear,      18,      29,  5ulnoRns
   143,    P-1349,   2010/06/05 15:08:47,           1-18,       7,       -24.948,      -554.886,         13082,      -1,    0,                                     P5A,                              2-propanol,                 H2O,     155.63819,         0.885,         5.847,            68,        -0.018,         0.150,          7.56,    2422.38414,       0.00038,    -113.10439,      -0.00058,       0.00000,       0.00000,       3.16205,       1.01683,     -12.09040,     -22.66523,    1824.15036,       0.26538,     -16.93573,     -47.78070,       1.04767,    2448.86971,       3.05337,       0.63639,       0.09739,      18.38541,    1836.68603,       9.53823,  MT1-Rear,      18,      29,  5ulnoRns
   144,    P-1349,   2010/06/05 15:18:08,           1-18,       8,       -24.804,      -556.115,         13076,      -1,    0,                                     P5A,                              2-propanol,                 H2O,     155.64470,         0.916,         5.729,            70,        -0.031,         0.166,          7.23,    2420.69374,       0.00047,    -113.41329,      -0.00060,       0.00000,       0.00000,       2.76075,       1.01678,     -11.33503,     -22.46303,    1823.31012,       0.26904,     -16.43779,     -47.89559,       1.04143,    2447.76514,       3.16212,       0.60583,       0.09232,      18.54328,    1835.89324,       9.88188,  MT1-Rear,      18,      29,  5ulnoRns
   145,    P-1350,   2010/06/05 15:27:29,           1-19,       1,       -24.682,      -557.553,         13099,      -1,    0,                                     P5B,                              2-propanol,                 H2O,     155.65122,         0.926,         5.477,            67,        -0.020,         0.089,          7.05,    2428.83471,       0.00020,    -114.54559,      -0.00060,       0.00000,       0.00000,       3.16461,       1.01688,     -12.14478,     -22.71678,    1826.89093,       0.26698,     -16.04013,     -48.13802,       1.04701,    2455.10382,       3.20553,       0.61216,       0.10840,      18.66214,    1839.08476,       9.43241,  MT1-Rear,      19,      29,  5ulnoRns
